subjectID,HIP-rh,AMY-rh,pTHA-rh,aTHA-rh,NAc-rh,GP-rh,PUT-rh,CAU-rh,HIP-lh,AMY-lh,pTHA-lh,aTHA-lh,NAc-lh,GP-lh,PUT-lh,CAU-lh
sub-IXI465,0.56667477,0.61161625,0.3278982,0.31844607,0.69954914,0.17129277,0.5323205,0.49528012,0.53672767,0.5854128,0.3654002,0.3562187,0.6718697,0.09009806,0.5176197,0.53718984
sub-IXI280,0.5538315,0.57265115,0.32843262,0.29266793,0.5663503,0.16460602,0.4512796,0.3897533,0.53073215,0.5561756,0.4180708,0.3813912,0.5497039,0.08366701,0.41601083,0.4334547
sub-IXI611,0.57434773,0.62979823,0.38464996,0.3182138,0.6601385,0.13624015,0.52277195,0.50899225,0.58224267,0.60931385,0.4112537,0.38515437,0.6862537,0.08668622,0.4849208,0.58087385
sub-IXI335,0.53872794,0.60291386,0.3185106,0.24530447,0.6849957,0.22295979,0.5509498,0.47840893,0.53645027,0.60775185,0.4113752,0.30050117,0.6594737,0.119614705,0.5597423,0.5560721
sub-IXI429,0.5236495,0.609297,0.32747287,0.34322608,0.480127,0.13792768,0.49154246,0.42037266,0.52768785,0.60040367,0.34716004,0.35245985,0.48994377,0.121875405,0.46764484,0.4531903
sub-IXI436,0.65920466,0.7428979,0.39955774,0.3332104,0.7170495,0.15982652,0.5294088,0.5299971,0.66293037,0.7302302,0.41381586,0.34160674,0.7202663,0.06711297,0.5174652,0.5730269
sub-IXI268,0.5267502,0.67126495,0.4584152,0.5360004,0.6325611,0.18362692,0.50170386,0.53043973,0.52538615,0.6834528,0.4490263,0.5204802,0.6761371,0.07820989,0.47342274,0.63511294
sub-IXI277,0.4923922,0.54929227,0.33160043,0.3464985,0.5523094,0.22335456,0.4406246,0.36524114,0.5004317,0.5329145,0.4270118,0.44217706,0.52186143,0.101148956,0.40501145,0.3622736
sub-IXI090,0.58331835,0.6823695,0.37869433,0.37787676,0.51119924,0.079941966,0.42356133,0.41112712,0.5845074,0.6667386,0.40557483,0.3770811,0.5421663,0.032008383,0.3886217,0.4521799
sub-IXI351,0.52894247,0.5489266,0.386261,0.49269134,0.60327,0.10458435,0.4682551,0.4307636,0.51762974,0.57028085,0.42880926,0.509439,0.6038119,0.06086775,0.47020966,0.48794985
sub-IXI527,0.66939807,0.7530107,0.33518288,0.33913884,0.7574638,0.23880868,0.5333139,0.5219272,0.67842156,0.78818387,0.38680628,0.3736616,0.7750271,0.1492698,0.5306086,0.58549434
sub-IXI626,0.55761355,0.5101348,0.42226404,0.36543542,0.62609386,0.13174035,0.564837,0.527499,0.6216592,0.6450926,0.43126434,0.39933905,0.6739812,0.081714846,0.5286514,0.5612389
sub-IXI401,0.531594,0.5821363,0.42401427,0.47875416,0.5554511,0.08285087,0.44198647,0.41703516,0.51537496,0.5805687,0.47329316,0.45727617,0.5274669,0.037009943,0.4078536,0.49336663
sub-IXI036,0.619046,0.66837645,0.46707278,0.48913017,0.6958252,0.14139284,0.5463999,0.56383234,0.58604467,0.6673791,0.5340021,0.5144758,0.76741976,0.06903404,0.5119774,0.67908746
sub-IXI613,0.7094861,0.81031406,0.43488848,0.44622666,0.6890288,0.20161584,0.64452463,0.5859639,0.7257924,0.80000037,0.4826779,0.47138825,0.72638726,0.10142219,0.6199847,0.65493435
sub-IXI512,0.39912036,0.51209366,0.3652984,0.4646127,0.55450517,0.06795771,0.44054443,0.41061962,0.4592525,0.5343578,0.45420521,0.43786165,0.5201105,0.02463352,0.39061126,0.415756
sub-IXI282,0.53372985,0.6493883,0.33948016,0.3673592,0.6471855,0.13546278,0.5130271,0.4236028,0.53995913,0.65056556,0.38791412,0.37156737,0.5980078,0.050063908,0.48648918,0.45604905
sub-IXI065,0.5754882,0.687892,0.41597742,0.3964112,0.6025203,0.1143386,0.535407,0.55987483,0.56491166,0.6602111,0.45282653,0.4275346,0.58617026,0.04017695,0.480416,0.6339525
sub-IXI183,0.5998726,0.6576432,0.4914962,0.4607263,0.62298065,0.122902535,0.5608264,0.49775842,0.5758331,0.625041,0.53767914,0.5061931,0.6367247,0.06631257,0.52626306,0.5892657
sub-IXI210,0.5625898,0.689906,0.39191607,0.4153613,0.5269221,0.10619907,0.49353108,0.43972987,0.5761604,0.6575903,0.44908008,0.3705224,0.56948423,0.046278413,0.45766285,0.45897144
sub-IXI612,0.55549204,0.6659656,0.36602733,0.34364942,0.6387719,0.1719357,0.5111217,0.47833145,0.5511657,0.64726204,0.4304607,0.39801264,0.63392264,0.10569538,0.5071909,0.55869305
sub-IXI037,0.49732712,0.5870486,0.34056124,0.29158062,0.565942,0.11797511,0.4519718,0.47173235,0.4974422,0.56393063,0.378772,0.3431737,0.59246016,0.061171975,0.45327988,0.5277672
sub-IXI182,0.53349084,0.6270142,0.44441926,0.46444118,0.5924208,0.10707219,0.44533944,0.45822445,0.5398417,0.647503,0.48973018,0.47333476,0.57970506,0.045417313,0.40765142,0.5081784
sub-IXI479,0.5131632,0.53332293,0.39057896,0.41412795,0.50692314,0.13086605,0.43166965,0.38107395,0.5148917,0.54016775,0.4132428,0.40125597,0.5134696,0.10391122,0.38139704,0.41456205
sub-IXI064,0.56775236,0.67524046,0.39779514,0.3922452,0.6495358,0.12764032,0.6037786,0.48262605,0.56512177,0.7164438,0.46023956,0.42622083,0.6077627,0.057009846,0.5852804,0.53485984
sub-IXI051,0.5590549,0.6436626,0.41710815,0.44074246,0.67394394,0.14497855,0.53166854,0.5497385,0.6022782,0.6855348,0.44743776,0.46190596,0.65760833,0.0808685,0.52631766,0.5913477
sub-IXI350,0.630244,0.6880078,0.4552503,0.49362913,0.6046129,0.08804687,0.47051403,0.4619478,0.6080852,0.67395675,0.49843097,0.38820264,0.5904406,0.027055008,0.44450575,0.4683673
sub-IXI276,0.5505136,0.6659431,0.38223594,0.3084675,0.6395191,0.12749983,0.5765519,0.4171426,0.57475156,0.6638665,0.44095278,0.36890364,0.6399497,0.05767167,0.5240288,0.45159996
sub-IXI091,0.6117361,0.73384595,0.3988071,0.35756528,0.6248294,0.091428034,0.55344486,0.5163224,0.5970907,0.72945154,0.41925624,0.3978982,0.69219834,0.046163637,0.5062018,0.62400895
sub-IXI168,0.61364967,0.70397776,0.35096923,0.28659874,0.6520336,0.11244496,0.5377057,0.5251786,0.59136206,0.6890781,0.36778653,0.32985795,0.6750729,0.082985565,0.5368914,0.58902514
sub-IXI575,0.53470856,0.563196,0.4087838,0.37328342,0.4883744,0.120428905,0.44306841,0.48713794,0.5041245,0.5166751,0.43263188,0.41990125,0.5345522,0.09553046,0.39985314,0.5087323
sub-IXI269,0.6361105,0.677238,0.47569436,0.45537457,0.6904729,0.13311163,0.50477445,0.5470415,0.6350293,0.6750915,0.53968346,0.48302045,0.7607353,0.06029483,0.5023346,0.6436968
sub-IXI177,0.59119564,0.77189755,0.42643148,0.35758215,0.616482,0.13879842,0.5406317,0.51453435,0.6383953,0.77153397,0.42823178,0.36541116,0.66307837,0.068031214,0.5048419,0.5361449
sub-IXI345,0.64761776,0.6991131,0.41892216,0.5325892,0.5782969,0.09623381,0.52424544,0.5156132,0.62650913,0.6588554,0.4610815,0.4995901,0.6514237,0.036272954,0.43297693,0.5955287
sub-IXI400,0.554411,0.60579413,0.3725452,0.40671077,0.56569594,0.10024477,0.41982257,0.38350436,0.53036934,0.55256355,0.43887895,0.40393165,0.54025084,0.04809386,0.39970478,0.45602572
sub-IXI627,0.5079591,0.572485,0.3525791,0.39486971,0.5215203,0.15165518,0.45132667,0.43843,0.4723352,0.50424874,0.33887738,0.36545223,0.5242566,0.06726438,0.41415897,0.45053542
sub-IXI539,0.4207977,0.5558516,0.329645,0.3841372,0.45049545,0.20287967,0.41854128,0.37207907,0.41985476,0.56610745,0.3787209,0.367283,0.46523574,0.11458759,0.39645544,0.4342043
sub-IXI638,0.5496785,0.65434325,0.37285113,0.37516227,0.60221124,0.14365509,0.5025706,0.4227194,0.5643693,0.6484624,0.37038854,0.30843124,0.59066975,0.0773043,0.48584655,0.46345133
sub-IXI526,0.46543825,0.5288115,0.29939544,0.33700076,0.47544038,0.16866101,0.44962558,0.42209762,0.4417049,0.46493226,0.3378995,0.36801007,0.47232956,0.09089712,0.42413974,0.46420586
sub-IXI204,0.51883787,0.53086907,0.3629066,0.34625724,0.53382325,0.20891672,0.52565014,0.4434941,0.4819267,0.54758435,0.42799246,0.37832132,0.47830528,0.16244678,0.5046861,0.39667776
sub-IXI156,0.6093204,0.6737629,0.44542754,0.49773446,0.5312012,0.087940626,0.43710768,0.41476443,0.60521734,0.6444864,0.47625378,0.47306842,0.56822526,0.04664181,0.3880194,0.49111536
sub-IXI257,0.47621137,0.50882614,0.35125577,0.4141844,0.5693545,0.1394604,0.5212336,0.49116397,0.44838563,0.47476065,0.4107185,0.39280927,0.534803,0.051679194,0.4675341,0.52124786
sub-IXI594,0.5634297,0.6712997,0.38349542,0.42221248,0.5424503,0.098938264,0.4804991,0.42254528,0.55590886,0.6299322,0.45849955,0.40422064,0.52591246,0.05336029,0.467773,0.45527
sub-IXI434,0.52235067,0.5498177,0.39311847,0.49523404,0.49873358,0.054185767,0.4360817,0.43793842,0.53528976,0.52296174,0.41295248,0.51356316,0.5253452,0.007994594,0.339976,0.47679752
sub-IXI297,0.5367889,0.6572848,0.34634626,0.39116153,0.5856608,0.117123574,0.4475044,0.524647,0.55444974,0.6588934,0.35326642,0.40104032,0.6768303,0.081841536,0.46798587,0.57105905
sub-IXI337,0.6035562,0.56486917,0.46128497,0.5156906,0.7105593,0.094711535,0.5832974,0.53410316,0.58717716,0.5549511,0.49386433,0.5808958,0.70469695,0.014319012,0.42535213,0.5863677
sub-IXI189,0.5745138,0.66830814,0.40603805,0.3808929,0.5241139,0.10462468,0.45101622,0.39056784,0.56804603,0.6783529,0.41372168,0.43710563,0.53425604,0.053648215,0.3990451,0.45481506
sub-IXI045,0.623566,0.66293097,0.4072206,0.41834962,0.6813485,0.10731764,0.58406293,0.5230853,0.6259533,0.6820959,0.4282879,0.41104183,0.69484663,0.046068337,0.5628012,0.5837491
sub-IXI458,0.5807573,0.65620506,0.42986828,0.4971061,0.56023204,0.1198695,0.49160305,0.4584202,0.58546513,0.66667867,0.48116902,0.45880702,0.6011202,0.04680177,0.44275045,0.482689
sub-IXI487,0.58493936,0.6911608,0.33376068,0.34605813,0.63400203,0.25817907,0.46359923,0.42950594,0.5674768,0.6052856,0.44745263,0.40537456,0.6157624,0.18904938,0.50318426,0.47284436
sub-IXI163,0.62502563,0.71826774,0.37095115,0.34139693,0.74249154,0.15894659,0.57162434,0.5880576,0.60108995,0.70820296,0.3589858,0.35966477,0.7536706,0.0779986,0.5612146,0.6275577
sub-IXI016,0.50702506,0.62820166,0.32275882,0.33483317,0.5955108,0.13366592,0.44227347,0.50204885,0.5106858,0.6074932,0.34153476,0.31098637,0.5806203,0.07227348,0.41624004,0.56561226
sub-IXI308,0.68274015,0.7849303,0.5163084,0.50684226,0.6712812,0.15467037,0.5620891,0.57124764,0.72118056,0.8014321,0.4999022,0.5106014,0.7177855,0.05680414,0.55616623,0.6345977
sub-IXI574,0.5328529,0.61495835,0.33576512,0.37098053,0.51911277,0.06466005,0.42966694,0.47849688,0.5972251,0.48622528,0.40684727,0.42654628,0.5416998,0.010214361,0.31147593,0.50768983
sub-IXI633,0.62253684,0.75326306,0.41787007,0.3855643,0.7461182,0.15517765,0.6041122,0.5511207,0.6239601,0.7928305,0.44901887,0.4605948,0.74192196,0.12351468,0.60820764,0.62333685
sub-IXI130,0.5821735,0.7142321,0.3896765,0.39068443,0.6476808,0.092737615,0.532316,0.5670914,0.6027556,0.6823565,0.40475,0.36628303,0.64220864,0.037218157,0.47429705,0.5271239
sub-IXI162,0.6427851,0.6648549,0.4538387,0.50470823,0.55315524,0.1121819,0.47195074,0.41722482,0.6450181,0.7078063,0.48879138,0.47776115,0.57228553,0.048017386,0.48647726,0.46232775
sub-IXI560,0.5466358,0.6519783,0.40090606,0.4425615,0.6281385,0.07686589,0.46310866,0.43728882,0.5448267,0.66413987,0.4308135,0.43257338,0.6812307,0.039431673,0.46742585,0.47418767
sub-IXI486,0.3978718,0.46522227,0.2995226,0.3669246,0.4915923,0.1832213,0.408898,0.38515443,0.41673005,0.45391712,0.3423884,0.38730857,0.51325434,0.14953785,0.38227075,0.47490984
sub-IXI661,0.4533869,0.5105074,0.33313397,0.33227974,0.45734113,0.11938527,0.40608507,0.38189963,0.4545224,0.50268286,0.4133777,0.33219042,0.45569813,0.045300882,0.36773708,0.42354026
sub-IXI459,0.45636362,0.5353962,0.3251781,0.33284935,0.47499007,0.11833302,0.38856074,0.399519,0.4690357,0.5282207,0.3454049,0.3594161,0.5092991,0.10030847,0.3619289,0.44877946
sub-IXI044,0.4996464,0.640938,0.32681984,0.36230403,0.5914034,0.11448421,0.49165103,0.42937574,0.5060921,0.60838866,0.40269947,0.35459054,0.574539,0.0708258,0.4718398,0.51317394
sub-IXI446,0.48010495,0.5641758,0.32521555,0.3403714,0.60194355,0.16722094,0.46963474,0.4501398,0.53461367,0.5889465,0.41294667,0.42024994,0.5857882,0.08086984,0.44103372,0.46180058
sub-IXI533,0.44643897,0.49332136,0.34507468,0.3734311,0.46338204,0.08727356,0.3979589,0.354752,0.4421705,0.4930711,0.35446373,0.3489938,0.51126194,0.035492532,0.34891203,0.3785663
sub-IXI131,0.6701416,0.72237325,0.42263353,0.34200418,0.73022556,0.23055044,0.45180422,0.5749838,0.66511786,0.7500588,0.44041604,0.36653754,0.68634236,0.18404604,0.4700412,0.6087864
sub-IXI632,0.5509278,0.5809573,0.38236055,0.38787028,0.5430067,0.08438511,0.43909094,0.43964282,0.5334177,0.5875369,0.4433653,0.43749705,0.51303107,0.052628048,0.43581128,0.42908743
sub-IXI316,0.558707,0.58068067,0.42275012,0.33815628,0.5252153,0.17039727,0.40729117,0.40033007,0.5299793,0.5238334,0.4248932,0.41190514,0.5822511,0.045797378,0.4483322,0.48565012
sub-IXI017,0.58045626,0.64682823,0.45277384,0.45687935,0.6030206,0.09785578,0.55249876,0.51095927,0.5869532,0.6628874,0.46633604,0.47422445,0.6535975,0.0390772,0.5131783,0.56173646
sub-IXI420,0.48945144,0.58022,0.34492314,0.3692091,0.5130935,0.14843646,0.42656133,0.38961,0.481308,0.58463037,0.42296782,0.43124565,0.51589423,0.06201116,0.3972563,0.4175722
sub-IXI607,0.41507128,0.46860114,0.28312513,0.33301067,0.5347659,0.09689652,0.433115,0.46301824,0.4317867,0.47692585,0.37089816,0.37162843,0.52624804,0.05767253,0.36760536,0.44259498
sub-IXI205,0.5994097,0.66946596,0.42792714,0.43716648,0.647125,0.14489648,0.5743827,0.41159177,0.5884668,0.6891503,0.45247674,0.45161188,0.5787311,0.11897548,0.52596664,0.46710053
sub-IXI188,0.50393665,0.63689005,0.33722052,0.3020126,0.61173236,0.104377516,0.49961263,0.44881764,0.51496416,0.59868425,0.3895704,0.38623536,0.6228145,0.10875046,0.4564909,0.50008434
sub-IXI370,0.58927053,0.62322116,0.35770446,0.32828987,0.5427881,0.10949548,0.5322713,0.4626269,0.5995684,0.5944266,0.46254334,0.430906,0.6099025,0.046117444,0.44295532,0.5046408
sub-IXI435,0.5501539,0.57347476,0.34139982,0.39086238,0.6812725,0.09428561,0.6082922,0.6377638,0.5680397,0.5268832,0.39043924,0.41602543,0.7103047,0.015959661,0.44099125,0.64678353
sub-IXI256,0.59779197,0.6375011,0.33544877,0.27078444,0.71517,0.19095339,0.5257429,0.5836543,0.6015327,0.6318652,0.36138633,0.32078755,0.8064152,0.13426559,0.5374233,0.70646906
sub-IXI148,0.53778064,0.60222507,0.4167561,0.40508306,0.6044474,0.111362405,0.50432837,0.48104924,0.5549421,0.5962102,0.47837868,0.36689988,0.61423993,0.06910143,0.48111162,0.5240177
sub-IXI249,0.4565954,0.54995304,0.3069594,0.37723678,0.42176932,0.11133363,0.3427258,0.33771545,0.47523165,0.5380555,0.38254106,0.3730849,0.47978726,0.06411159,0.35684118,0.39438382
sub-IXI157,0.59793055,0.67313606,0.5286251,0.6029225,0.6754911,0.088506535,0.5563769,0.5890951,0.5954285,0.6306786,0.5849921,0.48942718,0.68202645,0.0361268,0.53123194,0.6518989
sub-IXI408,0.5353687,0.65643483,0.36806366,0.42181563,0.54681736,0.14634508,0.5104552,0.4656597,0.51713157,0.6313454,0.42097667,0.45498192,0.5807603,0.076828904,0.47337916,0.5046594
sub-IXI531,0.5234747,0.61568624,0.33947647,0.32487515,0.5943223,0.2130343,0.54828364,0.42818737,0.53246826,0.6123832,0.43386385,0.37670264,0.5927836,0.11539613,0.51284933,0.48528865
sub-IXI046,0.5365245,0.58156484,0.42493638,0.42246354,0.59377164,0.08737161,0.5005533,0.42958257,0.5138676,0.5655605,0.4734216,0.4714685,0.596704,0.045776796,0.490941,0.5163049
sub-IXI444,0.49536926,0.5720533,0.34879464,0.3521044,0.678633,0.13891873,0.5121321,0.46658513,0.51455784,0.59624845,0.40263036,0.34918496,0.65420675,0.08433945,0.5022356,0.44938162
sub-IXI358,0.559107,0.6166739,0.36636785,0.4472805,0.5170073,0.11484918,0.47083154,0.39740735,0.56007624,0.6121295,0.43500054,0.47233215,0.5132706,0.066017956,0.44384947,0.48434234
sub-IXI059,0.5416652,0.6309737,0.33709142,0.37956396,0.65156746,0.13731581,0.53323984,0.4765559,0.5742955,0.6484799,0.3679731,0.40772155,0.64605016,0.095490456,0.5515464,0.53929174
sub-IXI160,0.47329342,0.56225735,0.3466934,0.3410405,0.5650319,0.14453046,0.4959624,0.43214914,0.52531546,0.582592,0.3933986,0.3757264,0.5406676,0.09871764,0.51002717,0.49289837
sub-IXI562,0.565109,0.6229911,0.36567408,0.42421228,0.60516876,0.12594587,0.5362506,0.4453287,0.57741076,0.6045789,0.43786263,0.46373647,0.5968828,0.06902326,0.50282204,0.52201885
sub-IXI099,0.7237705,0.8499953,0.43934664,0.47537908,0.67122513,0.08563518,0.49512842,0.54248536,0.6936357,0.7743968,0.46696466,0.42669562,0.7570672,0.04455748,0.4833785,0.6056657
sub-IXI254,0.5443169,0.63375145,0.3905059,0.38816908,0.61060727,0.14099565,0.481707,0.46753135,0.54826885,0.5865156,0.41122633,0.4117213,0.5975769,0.07514605,0.46844977,0.5385476
sub-IXI195,0.6113745,0.79484594,0.41661,0.3761356,0.63241035,0.11598717,0.50663143,0.52708465,0.67600167,0.82977813,0.40501675,0.4285709,0.6486276,0.045678332,0.46898916,0.5518004
sub-IXI106,0.6616585,0.7892626,0.48414308,0.46654946,0.70256716,0.15506642,0.5842684,0.57658994,0.654901,0.73764247,0.51824397,0.48129517,0.73750716,0.07022868,0.5702669,0.6337957
sub-IXI464,0.5685893,0.55710363,0.32587382,0.3478148,0.5122449,0.18068294,0.4072594,0.544008,0.57047486,0.50975096,0.38409132,0.39530766,0.5691398,0.1706797,0.37903902,0.59617656
sub-IXI321,0.50542074,0.6048391,0.3875105,0.42413697,0.51486665,0.21428356,0.40406173,0.4447861,0.51979303,0.57313114,0.4128245,0.41589355,0.55517906,0.15323503,0.40536544,0.48155674
sub-IXI422,0.6126519,0.75041115,0.41561458,0.3892494,0.7057994,0.09275323,0.5980445,0.51557416,0.6105811,0.728414,0.45569465,0.41396853,0.6884804,0.053872738,0.5792257,0.5547658
sub-IXI072,0.56833416,0.6407472,0.39298403,0.32777235,0.6326847,0.1450345,0.5339747,0.5265189,0.5464926,0.5856561,0.46045437,0.40458015,0.580341,0.06988072,0.5087384,0.5251322
sub-IXI255,0.5594303,0.5939763,0.3957396,0.36671332,0.5309813,0.078814276,0.43639606,0.40634608,0.604988,0.6867431,0.45783994,0.41760132,0.5422984,0.040957756,0.44359565,0.4410533
sub-IXI549,0.6991118,0.7750141,0.42840865,0.40635252,0.766165,0.17192347,0.6630993,0.54358864,0.70145243,0.785956,0.4781654,0.48246953,0.7490222,0.06581565,0.6031946,0.6401191
sub-IXI154,0.5642399,0.69775486,0.39340958,0.4738803,0.596639,0.15260935,0.5470825,0.47877187,0.52536255,0.688872,0.4095192,0.51401234,0.62267476,0.06988464,0.5095,0.52778476
sub-IXI556,0.61549014,0.70586216,0.39394042,0.39190093,0.58843535,0.10916513,0.43693918,0.4921237,0.58358747,0.66356546,0.50852954,0.4217004,0.6180808,0.07168929,0.44219747,0.49279132
sub-IXI320,0.5598913,0.594444,0.41984814,0.46705085,0.53579175,0.113749206,0.4984569,0.48534554,0.5258335,0.56902146,0.4689946,0.50779516,0.6118136,0.06052667,0.45012206,0.5797793
sub-IXI206,0.54727197,0.58446753,0.36566162,0.3284856,0.59279084,0.10971205,0.4549446,0.4725671,0.53254044,0.596913,0.3920857,0.34183958,0.5770783,0.06130027,0.4337734,0.5168532
sub-IXI219,0.49693856,0.5978535,0.4322784,0.49183676,0.607709,0.09432956,0.47779903,0.4852086,0.54213977,0.6029479,0.50085247,0.5270045,0.6510862,0.030673742,0.4786823,0.5554014
sub-IXI107,0.4497779,0.5986151,0.38974187,0.44261253,0.54890686,0.063850686,0.4681776,0.4378164,0.4614484,0.59640115,0.4139913,0.4535271,0.5926572,0.028138017,0.44026193,0.48734668
sub-IXI132,0.587721,0.65057343,0.31320575,0.3108808,0.6407574,0.124681495,0.48764142,0.42029265,0.59403366,0.68663484,0.33583102,0.3196509,0.6332297,0.07108554,0.48966432,0.4498788
sub-IXI631,0.55651516,0.63143986,0.3574015,0.33048677,0.5468986,0.12774666,0.47260368,0.4413031,0.5538818,0.62107354,0.38135272,0.3614236,0.5995076,0.06896606,0.4469808,0.48245266
sub-IXI409,0.55043954,0.5699216,0.42724615,0.49531466,0.51759094,0.09821522,0.40132606,0.39753565,0.54050004,0.5540059,0.448188,0.4439241,0.5641191,0.079199225,0.3700902,0.45135668
sub-IXI098,0.61674774,0.66699004,0.4259179,0.40788203,0.59968984,0.09885625,0.52503395,0.47414345,0.61191565,0.69430274,0.44885126,0.42699483,0.65892065,0.04200954,0.49815145,0.56926817
sub-IXI161,0.58559394,0.6691997,0.36921772,0.32304263,0.66901714,0.19988422,0.5824371,0.48926342,0.5824205,0.62377167,0.46355754,0.41825905,0.62313133,0.0876552,0.5531008,0.51189005
sub-IXI445,0.61414194,0.6453351,0.4115369,0.45263138,0.60380745,0.13478598,0.47576,0.50260144,0.6065015,0.6431822,0.43615466,0.46813405,0.6018081,0.07183607,0.4697439,0.5181391
sub-IXI359,0.50411415,0.5015679,0.36017945,0.40853256,0.53245646,0.10057381,0.4536366,0.45703334,0.55198616,0.6118872,0.42476916,0.4758995,0.5644906,0.04920348,0.40831915,0.50800186
sub-IXI439,0.5948073,0.67877305,0.33752245,0.3283577,0.6754679,0.119894184,0.5017183,0.51433855,0.58746994,0.6817231,0.35897246,0.3760418,0.6430047,0.06727515,0.5106755,0.537584
sub-IXI325,0.58052814,0.71420985,0.4027654,0.41856608,0.64242816,0.18549003,0.58474064,0.52423275,0.55864143,0.655905,0.44193646,0.43110678,0.6737101,0.087908536,0.54195,0.61498445
sub-IXI068,0.5194772,0.5727667,0.3913702,0.40750772,0.6059255,0.118257985,0.5187419,0.464307,0.5213941,0.58113354,0.42609212,0.4579365,0.5905989,0.06559848,0.48037082,0.5332622
sub-IXI593,0.4574181,0.52810293,0.30940497,0.3450302,0.5122351,0.10924089,0.4981186,0.42277944,0.47776747,0.5242318,0.37176257,0.31622037,0.48970324,0.057896633,0.44088608,0.44674256
sub-IXI433,0.60081804,0.55115455,0.3574455,0.4264164,0.58776736,0.090446115,0.48857197,0.4744035,0.5787964,0.5609571,0.3962599,0.4188867,0.6281683,0.019575045,0.39594164,0.520594
sub-IXI376,0.50088924,0.5539698,0.3315872,0.3203448,0.5583928,0.12018958,0.517776,0.4735954,0.45715767,0.48534957,0.3666649,0.3150372,0.5457608,0.0697338,0.4357224,0.4945514
sub-IXI151,0.6103761,0.69826686,0.39790526,0.28409156,0.56957155,0.081769906,0.49854693,0.5230343,0.59575915,0.6719142,0.372547,0.2755228,0.60711306,0.04170834,0.44001198,0.5927914
sub-IXI652,0.59488946,0.69649744,0.44019264,0.38925683,0.56710654,0.1278305,0.49417886,0.41771007,0.62343895,0.7417307,0.48304057,0.48935148,0.6457752,0.07329656,0.47064346,0.495535
sub-IXI265,0.5456503,0.60780555,0.4321558,0.3921697,0.67081374,0.101263486,0.5079205,0.53318405,0.5360688,0.59651786,0.45031744,0.48149076,0.6965124,0.050047476,0.4978441,0.591992
sub-IXI480,0.5406125,0.5650109,0.39798352,0.42843238,0.5078028,0.11578113,0.42225543,0.3688938,0.51367056,0.5748566,0.40657097,0.4266999,0.5274934,0.090412825,0.3908633,0.41228417
sub-IXI440,0.52714676,0.6257742,0.35629696,0.31385356,0.6516479,0.09463647,0.528255,0.4366927,0.5519509,0.6451625,0.39012933,0.3299296,0.5976395,0.03926298,0.50965935,0.45371482
sub-IXI042,0.5124977,0.6350995,0.42061839,0.47302735,0.6105763,0.11372508,0.5257498,0.48107702,0.5859131,0.6856588,0.46197528,0.505276,0.60549134,0.06117708,0.49207237,0.5148087
sub-IXI573,0.5575935,0.565775,0.36245477,0.40638968,0.5743687,0.07590663,0.4878984,0.49972978,0.5408296,0.5662467,0.40710792,0.4731822,0.68443865,0.01328852,0.3930743,0.5684275
sub-IXI634,0.5977044,0.66302824,0.33138692,0.24276483,0.6230246,0.10689682,0.528889,0.5258038,0.561424,0.64111364,0.4036987,0.2701196,0.60426056,0.06667632,0.50959533,0.55724126
sub-IXI236,0.5727649,0.6693307,0.39569798,0.33264717,0.727138,0.13660231,0.6030059,0.5213114,0.61281836,0.68647546,0.39985478,0.3453361,0.7057953,0.05919054,0.5908193,0.5803238
sub-IXI137,0.5858215,0.6642927,0.39714956,0.33415788,0.59811014,0.12962352,0.56521547,0.45413473,0.58241373,0.6578039,0.4538785,0.4193993,0.6326884,0.06676107,0.5093216,0.52145857
sub-IXI535,0.49517882,0.5827158,0.38474527,0.4596015,0.5678572,0.14374518,0.5228218,0.50842035,0.48150504,0.5698408,0.4437293,0.4828283,0.55918866,0.08338131,0.486843,0.5184532
sub-IXI043,0.6237591,0.66991484,0.41297466,0.43746346,0.601421,0.13962922,0.52737784,0.56272465,0.59117633,0.637123,0.43984285,0.45114884,0.6427716,0.07275656,0.48809963,0.63881266
sub-IXI441,0.5104899,0.5543036,0.31279704,0.23194331,0.5570876,0.10523302,0.42532402,0.4451211,0.52316725,0.5545792,0.291715,0.23849632,0.5815379,0.043741405,0.4280194,0.4781849
sub-IXI165,0.6219054,0.7401542,0.43538612,0.43865794,0.6941237,0.13779065,0.5867248,0.5653708,0.60712194,0.76926816,0.440872,0.42198208,0.7038005,0.07738207,0.5421977,0.5919556
sub-IXI264,0.53260183,0.5379504,0.30517992,0.25325242,0.5468889,0.08348928,0.3813968,0.46684405,0.4984837,0.53120273,0.30357343,0.28268722,0.5858112,0.045551986,0.36098856,0.5469013
sub-IXI083,0.6396262,0.7667659,0.41062987,0.45249468,0.5695685,0.14108968,0.5086547,0.411753,0.66651374,0.80088025,0.45011064,0.45191187,0.5875539,0.06936868,0.4920385,0.4483721
sub-IXI534,0.49534404,0.5447871,0.36972484,0.3756195,0.6001159,0.12733057,0.50652367,0.48884347,0.48810187,0.51818377,0.4084837,0.35814476,0.58942986,0.06925577,0.4586733,0.52690256
sub-IXI136,0.6278122,0.74360055,0.42799723,0.4291932,0.7345914,0.21505472,0.590713,0.5445825,0.64741623,0.74228334,0.49562725,0.44471806,0.6851085,0.12965946,0.615901,0.6074792
sub-IXI237,0.48692057,0.54940575,0.32344452,0.38845888,0.47537902,0.13878608,0.4569212,0.38440132,0.4649594,0.511025,0.33719805,0.34819797,0.45633924,0.058729324,0.39290723,0.39129975
